ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
22143,HY458595,10/12/2015 03:05:00 AM,019XX W HARRISON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1231,012,2,28,01A,1165148,1897702,2015,11/20/2015 03:54:58 PM,41.87489589,-87.669110074,"(41.874896, -87.66911)"
22144,HY460909,10/13/2015 09:50:00 PM,082XX S LAFAYETTE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0622,006,21,44,01A,1177377,1850200,2015,10/20/2015 03:56:48 PM,41.744277684,-87.625646863,"(41.744278, -87.625647)"
22146,HY461959,10/14/2015 05:43:00 PM,077XX S INDIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0623,006,6,69,01A,1178935,1853735,2015,10/21/2015 03:59:20 PM,41.75394283,-87.619830809,"(41.753943, -87.619831)"
22147,HY462383,10/14/2015 11:28:00 PM,097XX S PEORIA ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2223,022,21,73,01A,1172035,1840106,2015,10/21/2015 03:59:20 PM,41.716697233,-87.645516037,"(41.716697, -87.645516)"
22148,HY463786,10/16/2015 01:35:00 AM,082XX S EVANS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0631,006,6,44,01A,1182661,1850515,2015,10/23/2015 03:57:50 PM,41.745021199,-87.606276125,"(41.745021, -87.606276)"
22149,HY463892,10/16/2015 08:12:00 AM,060XX S ABERDEEN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0712,007,16,68,01A,1170014,1864851,2015,10/23/2015 03:57:50 PM,41.78464489,-87.652200564,"(41.784645, -87.652201)"
22150,HY466381,10/18/2015 02:07:00 AM,106XX S PRAIRIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0512,005,9,49,01A,1179795,1834569,2015,10/25/2015 03:55:25 PM,41.701329334,-87.61726351,"(41.701329, -87.617264)"
22151,HY466977,10/18/2015 04:26:00 PM,078XX S HONORE ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0611,006,17,71,01A,1165384,1852660,2015,03/08/2016 03:47:58 PM,41.751290535,-87.669521034,"(41.751291, -87.669521)"
22152,HY468621,10/19/2015 09:27:00 PM,003XX S CICERO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION DRIVE/PROP.,false,false,1533,015,24,25,01A,1144438,1898165,2015,10/26/2015 03:55:36 PM,41.876581037,-87.745137513,"(41.876581, -87.745138)"
22153,HY473963,10/23/2015 09:27:00 PM,053XX W NORTH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2532,025,37,25,01A,1140614,1910121,2015,10/30/2015 03:53:31 PM,41.909460808,-87.758884298,"(41.909461, -87.758884)"
22154,HY474220,10/24/2015 12:58:00 AM,025XX S HARDING AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,1013,010,22,30,01A,1150450,1886839,2015,10/31/2015 03:56:20 PM,41.845385963,-87.723358632,"(41.845386, -87.723359)"
22155,HY473471,10/24/2015 03:21:00 AM,051XX N AUSTIN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,1622,016,45,11,01A,1135202,1933782,2015,10/31/2015 03:56:20 PM,41.974486868,-87.778203045,"(41.974487, -87.778203)"
22157,HY474981,10/24/2015 05:40:00 PM,053XX S UNION AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0935,009,3,61,01A,1172539,1869506,2015,10/31/2015 03:56:20 PM,41.797363455,-87.642805817,"(41.797363, -87.642806)"
22158,HY475493,10/25/2015 02:46:00 AM,045XX W ADAMS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1113,011,28,26,01A,1146259,1898631,2015,11/01/2015 03:56:35 PM,41.877825357,-87.738439452,"(41.877825, -87.738439)"
22159,HY476639,10/26/2015 03:03:00 AM,051XX S MICHIGAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0231,002,3,40,01A,1178029,1870956,2015,11/05/2015 03:56:44 PM,41.801219608,-87.622629403,"(41.80122, -87.622629)"
22160,HY476607,10/26/2015 01:55:00 AM,048XX W MADISON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1533,015,28,25,01A,1144213,1899588,2015,11/02/2015 03:57:35 PM,41.880490151,-87.745927891,"(41.88049, -87.745928)"
22161,HY480705,10/30/2015 02:14:00 PM,025XX W 70TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0832,008,18,66,01A,1160472,1858148,2015,11/06/2015 03:55:21 PM,41.766453012,-87.687370197,"(41.766453, -87.68737)"
22162,HY310631,10/19/2015 12:01:00 AM,052XX W LE MOYNE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2532,025,37,25,01A,1140947,1909469,2015,11/02/2015 03:55:50 PM,41.90766552,-87.757677059,"(41.907666, -87.757677)"
22163,HY483064,10/31/2015 01:11:00 AM,078XX S SOUTH SHORE DR,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0421,004,7,43,01A,1197940,1853912,2015,11/30/2015 03:54:04 PM,41.753974914,-87.550179329,"(41.753975, -87.550179)"
22164,HY484627,11/01/2015 11:33:00 AM,041XX W 31ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1031,010,22,30,01A,1149112,1883714,2015,11/08/2015 03:53:19 PM,41.836836526,-87.728349775,"(41.836837, -87.72835)"
22165,HY486445,11/02/2015 04:15:00 PM,080XX S DAMEN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,0611,006,18,71,01A,1164424,1851447,2015,11/27/2015 03:54:06 PM,41.747982158,-87.673073087,"(41.747982, -87.673073)"
22166,HY486607,11/02/2015 06:21:00 PM,073XX S MAY ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0733,007,17,68,01A,1169926,1856037,2015,11/09/2015 03:53:13 PM,41.7604601,-87.652778927,"(41.76046, -87.652779)"
22167,HY487514,11/03/2015 01:36:00 PM,032XX W 15TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1022,010,24,29,01A,1154817,1892524,2015,12/05/2015 03:52:13 PM,41.860900023,-87.707179973,"(41.8609, -87.70718)"
22168,HY487916,11/03/2015 07:28:00 PM,056XX S ARTESIAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0824,008,16,63,01A,1160991,1867206,2015,11/10/2015 04:01:54 PM,41.791298707,-87.685217624,"(41.791299, -87.685218)"
22169,HY490839,11/05/2015 08:42:00 PM,079XX S ELLIS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0624,006,8,44,01A,1184269,1852583,2015,11/12/2015 03:57:49 PM,41.750658572,-87.600319681,"(41.750659, -87.60032)"
22170,HY492138,11/07/2015 12:22:00 AM,014XX N KILDARE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2534,025,37,23,01A,1147454,1909131,2015,11/14/2015 03:56:38 PM,41.906615694,-87.733782272,"(41.906616, -87.733782)"
22171,HY492469,11/07/2015 03:24:00 AM,011XX N PULASKI RD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1112,011,27,23,01A,1149509,1907413,2015,11/14/2015 03:56:38 PM,41.901861668,-87.72627803,"(41.901862, -87.726278)"
22172,HY493451,11/07/2015 09:31:00 PM,022XX W 59TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0824,008,16,63,01A,1162389,1865487,2015,11/14/2015 03:56:38 PM,41.786552511,-87.680139316,"(41.786553, -87.680139)"
22173,HY493495,11/07/2015 11:22:00 PM,007XX W 59TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0711,007,20,68,01A,1172534,1865751,2015,11/14/2015 03:56:38 PM,41.787059439,-87.642934736,"(41.787059, -87.642935)"
22174,HY495347,11/09/2015 02:25:00 PM,003XX E 120TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0532,005,9,53,01A,1180169,1825117,2015,11/16/2015 04:00:25 PM,41.67538316,-87.616182183,"(41.675383, -87.616182)"
22175,HY497309,11/11/2015 07:00:00 AM,008XX N CENTRAL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,1524,015,37,25,01A,1138861,1905267,2015,11/18/2015 04:00:04 PM,41.896172886,-87.765442195,"(41.896173, -87.765442)"
22176,HY498291,11/11/2015 10:36:00 PM,001XX E 127TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0532,005,9,53,01A,1179620,1820734,2015,11/18/2015 04:00:04 PM,41.66336806,-87.618324723,"(41.663368, -87.618325)"
22177,HY498323,11/12/2015 12:57:00 AM,008XX W EASTWOOD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,true,false,1914,019,46,3,01A,1169806,1931096,2015,11/19/2015 04:03:31 PM,41.966430564,-87.651032417,"(41.966431, -87.651032)"
22178,HY498680,11/12/2015 11:10:00 AM,044XX W MONROE ST,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,1113,011,28,26,01A,1146808,1899294,2015,11/19/2015 04:03:31 PM,41.879634247,-87.736406709,"(41.879634, -87.736407)"
22179,HY501231,11/14/2015 01:04:00 PM,076XX N MARSHFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,false,false,2422,024,49,1,01A,1163977,1950563,2015,11/21/2015 03:51:42 PM,42.019973942,-87.671911768,"(42.019974, -87.671912)"
22180,HY505611,11/18/2015 12:37:00 AM,012XX W 73RD PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0734,007,17,67,01A,1169184,1856040,2015,11/25/2015 03:57:58 PM,41.760484408,-87.655498294,"(41.760484, -87.655498)"
22183,HY509513,11/21/2015 01:37:00 AM,012XX W 71ST PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0734,007,17,67,01A,1169031,1857363,2015,11/28/2015 03:52:39 PM,41.7641182,-87.656020865,"(41.764118, -87.656021)"
22184,HY510470,11/21/2015 08:31:00 PM,062XX S ROCKWELL ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0825,008,15,66,01A,1160112,1863189,2015,11/28/2015 03:52:39 PM,41.780293648,-87.688551211,"(41.780294, -87.688551)"
22185,HY511115,11/22/2015 05:28:00 PM,009XX W 71ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0733,007,17,68,01A,1171070,1857752,2015,11/29/2015 03:57:13 PM,41.765141363,-87.648536096,"(41.765141, -87.648536)"
22187,HY511439,11/22/2015 09:18:00 PM,057XX S UNION AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0711,007,20,68,01A,1172611,1866916,2015,11/29/2015 03:57:13 PM,41.79025463,-87.642618096,"(41.790255, -87.642618)"
22188,HY512586,11/23/2015 06:53:00 PM,056XX W BYRON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1633,016,38,15,01A,1138093,1925360,2015,11/30/2015 03:56:29 PM,41.951324224,-87.767776223,"(41.951324, -87.767776)"
22189,HY514161,11/25/2015 02:56:00 AM,057XX S MORGAN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0712,007,16,68,01A,1170627,1866683,2015,12/02/2015 03:54:47 PM,41.789658761,-87.649899666,"(41.789659, -87.6499)"
22191,HY515665,11/26/2015 02:29:00 PM,022XX W THOME AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2413,024,50,2,01A,1160401,1941463,2015,12/03/2015 03:59:46 PM,41.995078355,-87.685324619,"(41.995078, -87.685325)"
22192,HY516152,11/27/2015 05:00:00 AM,078XX S MARYLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0624,006,6,69,01A,1183259,1853307,2015,12/04/2015 03:56:18 PM,41.752668856,-87.603998269,"(41.752669, -87.603998)"
22193,HY516538,11/27/2015 01:58:00 PM,000XX N HAMLIN BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1122,011,28,26,01A,1151064,1899854,2015,12/04/2015 03:56:18 PM,41.881088655,-87.720764494,"(41.881089, -87.720764)"
22194,HY517759,11/28/2015 05:45:00 PM,066XX S MARSHFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0725,007,15,67,01A,1166471,1860607,2015,12/05/2015 03:54:02 PM,41.773075098,-87.665311546,"(41.773075, -87.665312)"
22195,HY517997,11/28/2015 09:18:00 PM,023XX S CALIFORNIA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1033,010,12,30,01A,1158070,1888123,2015,12/05/2015 03:54:02 PM,41.848757483,-87.695358913,"(41.848757, -87.695359)"
22196,HY518079,11/29/2015 12:17:00 AM,115XX S PERRY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0522,005,34,53,01A,1177651,1828278,2015,12/06/2015 03:54:27 PM,41.684114564,-87.625303429,"(41.684115, -87.625303)"
22197,HY518110,11/29/2015 02:15:00 AM,053XX S UNION AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0935,009,3,61,01A,1172541,1869426,2015,12/06/2015 03:54:27 PM,41.797143883,-87.64280084,"(41.797144, -87.642801)"
22198,HY518961,11/29/2015 08:16:00 PM,009XX W 59TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0712,007,16,68,01A,1170869,1865704,2015,12/06/2015 03:54:27 PM,41.786966991,-87.649040897,"(41.786967, -87.649041)"
22200,HY520411,12/01/2015 01:52:00 AM,008XX E 83RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0631,006,8,44,01A,1183474,1850149,2015,12/08/2015 03:55:33 PM,41.743997966,-87.603308578,"(41.743998, -87.603309)"
22201,HY519962,12/01/2015 06:43:00 PM,047XX N KIMBALL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1723,017,33,14,01A,1152859,1931344,2015,12/08/2015 03:55:33 PM,41.967464509,-87.713337286,"(41.967465, -87.713337)"
22202,HY522926,12/03/2015 05:53:00 AM,120XX S MICHIGAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0532,005,9,53,01A,1179015,1824866,2015,12/10/2015 03:54:20 PM,41.674720657,-87.620413624,"(41.674721, -87.620414)"
22203,G032677,05/30/2015 12:00:00 AM,063XX S COTTAGE GROVE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,true,0312,003,20,42,01A,,,2015,12/04/2015 03:56:18 PM,,,
22204,HY518381,11/29/2015 09:17:00 AM,065XX S SANGAMON ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0723,007,17,68,01A,1171101,1861443,2015,12/07/2015 03:57:35 PM,41.77526924,-87.648314721,"(41.775269, -87.648315)"
22205,HY223326,04/15/2015 05:50:00 PM,025XX W MOFFAT ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1434,014,1,22,01A,,,2015,08/24/2016 03:48:50 PM,,,
22206,HY524769,12/04/2015 04:24:00 PM,041XX W 21ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1012,010,24,29,01A,1149022,1889766,2015,12/11/2015 03:56:09 PM,41.853445736,-87.728523633,"(41.853446, -87.728524)"
22207,HY525017,12/04/2015 07:48:00 PM,051XX S TROY ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0923,009,14,63,01A,1156251,1870284,2015,12/11/2015 03:56:09 PM,41.799841911,-87.702515527,"(41.799842, -87.702516)"
22208,HY525517,12/05/2015 07:06:00 AM,008XX N AVERS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1112,011,27,23,01A,1150573,1905239,2015,12/12/2015 03:57:45 PM,41.895875266,-87.722426654,"(41.895875, -87.722427)"
22209,HY526691,12/06/2015 07:11:00 AM,010XX W 50TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0933,009,16,61,01A,1170079,1871656,2015,12/13/2015 03:59:42 PM,41.803317163,-87.651764438,"(41.803317, -87.651764)"
22213,HY175983,03/22/2015 12:00:00 AM,003XX S ALBANY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,1124,011,28,27,01A,,,2015,12/10/2015 03:54:20 PM,,,
22214,HY528984,12/09/2015 03:44:00 PM,048XX W GLADYS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1533,015,24,25,01A,1144386,1897908,2015,12/16/2015 03:54:39 PM,41.875876775,-87.745334907,"(41.875877, -87.745335)"
22216,HY402004,08/29/2015 09:42:00 AM,052XX S LOREL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,0814,008,23,56,01A,,,2015,12/12/2015 03:57:45 PM,,,
22217,HY402004,08/29/2015 09:42:00 AM,052XX S LOREL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,0814,008,23,56,01A,,,2015,12/12/2015 03:57:45 PM,,,
22218,HY533782,12/11/2015 10:48:00 PM,007XX W 92ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2223,022,21,73,01A,1172827,1843849,2015,12/18/2015 03:53:50 PM,41.726951157,-87.6425053,"(41.726951, -87.642505)"
22219,HY535398,12/13/2015 10:41:00 AM,072XX S MAY ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0733,007,17,68,01A,1169902,1856890,2015,12/20/2015 03:54:25 PM,41.762801362,-87.652842156,"(41.762801, -87.652842)"
22220,HV565069,09/26/2015 12:00:00 AM,001XX N LAPORTE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1532,015,28,25,01A,,,2015,12/15/2015 04:02:04 PM,,,
22221,HY378628,08/11/2015 12:01:00 AM,032XX W 47TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,0821,008,14,58,01A,,,2015,12/16/2015 03:54:39 PM,,,
22222,HY538907,12/16/2015 04:45:00 AM,017XX N LUNA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,2532,025,37,25,01A,1139128,1911095,2015,12/23/2015 03:53:55 PM,41.912160756,-87.764319557,"(41.912161, -87.76432)"
22223,HY539340,12/17/2015 12:42:00 AM,005XX E MARQUETTE RD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0321,003,20,42,01A,1180814,1861365,2015,12/24/2015 03:55:44 PM,41.774837374,-87.612710719,"(41.774837, -87.612711)"
22224,HY540283,12/17/2015 09:43:00 AM,068XX S ANTHONY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,TRUCK,false,false,0322,003,20,69,01A,1180319,1859644,2015,12/24/2015 03:55:44 PM,41.770126144,-87.614578025,"(41.770126, -87.614578)"
22225,HY540904,12/17/2015 05:15:00 PM,083XX S ADA ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0613,006,21,71,01A,1168783,1849409,2015,12/24/2015 03:55:44 PM,41.742296704,-87.657158968,"(41.742297, -87.657159)"
22226,HY540982,12/17/2015 05:53:00 PM,077XX S WINCHESTER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0611,006,18,71,01A,1164702,1853308,2015,12/24/2015 03:55:44 PM,41.753083153,-87.672001986,"(41.753083, -87.672002)"
22227,HY543765,12/20/2015 06:42:00 AM,054XX S LAFLIN ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0934,009,16,61,01A,1167260,1868680,2015,12/27/2015 03:54:13 PM,41.795211551,-87.662188272,"(41.795212, -87.662188)"
22228,HY543781,12/20/2015 06:52:00 AM,052XX S GREEN ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0934,009,3,61,01A,1171523,1870177,2015,12/27/2015 03:54:13 PM,41.799227087,-87.646511957,"(41.799227, -87.646512)"
22229,HY544303,12/21/2015 12:35:00 AM,054XX W HIRSCH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2532,025,37,25,01A,1139515,1908776,2015,01/22/2016 03:58:43 PM,41.905790098,-87.762954459,"(41.90579, -87.762954)"
22230,HY543741,12/21/2015 03:19:00 PM,014XX W WABANSIA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1433,014,32,24,01A,1166648,1911727,2015,12/28/2015 03:54:10 PM,41.913349502,-87.663200531,"(41.91335, -87.663201)"
22231,HY547693,12/23/2015 02:30:00 PM,011XX N LECLAIRE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1531,015,37,25,01A,1142157,1907026,2015,12/30/2015 04:03:21 PM,41.900939282,-87.753292795,"(41.900939, -87.753293)"
22232,HY548051,12/23/2015 06:35:00 PM,010XX N LAMON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,1531,015,37,25,01A,1143508,1906286,2015,12/30/2015 04:03:21 PM,41.898883465,-87.748348943,"(41.898883, -87.748349)"
22234,HY549155,12/24/2015 04:50:00 PM,073XX S VERNON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0323,003,6,69,01A,1180517,1856412,2015,01/10/2016 08:18:39 AM,41.761252657,-87.613951329,"(41.761253, -87.613951)"
22236,HY549737,12/25/2015 12:24:00 PM,071XX S UNION AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0732,007,6,68,01A,1172982,1857620,2015,01/01/2016 03:54:40 PM,41.764737154,-87.641531954,"(41.764737, -87.641532)"
22237,HY550929,12/26/2015 07:47:00 PM,006XX S TRIPP AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1132,011,24,26,01A,1148153,1896896,2015,01/02/2016 03:52:42 PM,41.87302808,-87.731529756,"(41.873028, -87.73153)"
22238,HY551081,12/26/2015 10:40:00 PM,028XX W 21ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1023,010,12,30,01A,1157649,1889933,2015,01/02/2016 03:52:42 PM,41.853732894,-87.696854787,"(41.853733, -87.696855)"
22239,HY551250,12/27/2015 02:16:00 AM,059XX S WENTWORTH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0232,002,20,68,01A,1175978,1865746,2015,01/03/2016 03:52:53 PM,41.786969136,-87.630307356,"(41.786969, -87.630307)"
22240,HY551250,12/27/2015 06:05:00 AM,059XX S WENTWORTH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0232,002,20,68,01A,1175978,1865746,2015,01/03/2016 03:52:53 PM,41.786969136,-87.630307356,"(41.786969, -87.630307)"
22241,HX486894,11/22/2014 12:00:00 AM,073XX S HERMITAGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0735,007,17,67,01A,,,2014,03/13/2016 03:47:15 PM,,,
22243,HY554270,12/29/2015 10:39:00 PM,090XX S GREENWOOD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0413,004,8,47,01A,1185126,1845282,2015,01/07/2016 04:14:34 PM,41.730603777,-87.597408058,"(41.730604, -87.597408)"
22248,HY533967,12/15/2015 02:48:00 AM,034XX W LAWRENCE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1712,017,39,14,01A,,,2015,01/02/2016 03:52:42 PM,,,
22257,HY388410,08/19/2015 01:39:00 AM,011XX W MORSE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,2431,024,49,1,01A,,,2015,01/07/2016 04:14:34 PM,,,
22258,HY487374,11/03/2015 11:19:00 AM,040XX N PULASKI RD,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,1723,017,39,16,01A,,,2015,01/07/2016 04:14:34 PM,,,
22265,HY505905,11/18/2015 09:36:00 AM,002XX W 112TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0522,005,34,49,01A,,,2015,03/03/2016 03:45:06 PM,,,
21506,HX383998,08/12/2014 02:46:00 AM,116XX S STEWART AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,false,false,0522,005,34,53,01A,1175715,1827762,2014,08/17/2015 03:03:40 PM,41.682742024,-87.632405868,"(41.682742, -87.632406)"
21507,HX385259,08/13/2014 12:05:00 AM,092XX S DOBSON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0413,004,8,47,01A,1184833,1843829,2014,08/17/2015 03:03:40 PM,41.726623452,-87.59852684,"(41.726623, -87.598527)"
21508,HX387937,08/14/2014 10:42:00 PM,076XX S COLES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0421,004,7,43,01A,1196188,1855314,2014,08/17/2015 03:03:40 PM,41.757865688,-87.556553285,"(41.757866, -87.556553)"
21509,HX389383,08/15/2014 11:55:00 PM,035XX S INDIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0212,002,3,35,01A,1178179,1881663,2014,08/17/2015 03:03:40 PM,41.830597117,-87.621754145,"(41.830597, -87.621754)"
21510,HX389443,08/16/2014 12:46:00 AM,072XX S LAFLIN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0734,007,17,67,01A,1167374,1856516,2014,08/17/2015 03:03:40 PM,41.761829562,-87.662118399,"(41.76183, -87.662118)"
21511,HX390666,08/17/2014 12:40:00 AM,023XX N SPRINGFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2525,025,30,22,01A,1149995,1915219,2014,08/17/2015 03:03:40 PM,41.923272622,-87.724289273,"(41.923273, -87.724289)"
21512,HX390666,08/17/2014 12:40:00 AM,023XX N SPRINGFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2525,025,30,22,01A,1149995,1915219,2014,08/17/2015 03:03:40 PM,41.923272622,-87.724289273,"(41.923273, -87.724289)"
21513,HX390732,08/17/2014 01:57:00 AM,009XX N KARLOV AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1111,011,37,23,01A,1148882,1905909,2014,08/17/2015 03:03:40 PM,41.897746689,-87.728620041,"(41.897747, -87.72862)"
21514,HX391815,08/17/2014 10:26:00 PM,004XX W 104TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,true,2232,022,34,49,01A,1175162,1835944,2014,08/17/2015 03:03:40 PM,41.705206991,-87.634187073,"(41.705207, -87.634187)"
21516,HX393310,08/19/2014 12:14:00 AM,008XX S CENTRAL PARK AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1133,011,24,27,01A,1152511,1896044,2014,08/17/2015 03:03:40 PM,41.870605139,-87.715551862,"(41.870605, -87.715552)"
21517,HX393283,08/19/2014 04:34:00 AM,078XX S WINCHESTER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0611,006,18,71,01A,1164720,1852691,2014,08/17/2015 03:03:40 PM,41.751389636,-87.671953404,"(41.75139, -87.671953)"
21518,HX394610,08/19/2014 11:19:00 PM,099XX S CALHOUN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0431,004,7,51,01A,1194793,1839539,2014,08/17/2015 03:03:40 PM,41.71461219,-87.562183708,"(41.714612, -87.562184)"
